CustomerID,Age,Gender,NPS,MembershipFlag
Customer2373,30,Female,31,N
Customer2374,35,Female,44,N
Customer2375,19,Male,25,N
Customer2376,46,Male,80,Y
Customer2377,38,Female,-48,N
Customer2378,32,Male,11,N
Customer2379,69,Male,58,Y
Customer2380,44,Male,49,Y
Customer2381,67,Female,38,N
Customer2382,48,Other,61,Y
Customer2383,32,Other,12,Y
Customer2384,68,Male,42,Y
Customer2385,40,Female,13,Y
Customer2386,41,Male,37,Y
Customer2387,61,Female,80,N
Customer2388,30,Male,-53,N
Customer2389,39,Female,-70,N
Customer2390,60,Female,-64,Y
Customer2391,54,Other,7,Y
Customer2392,78,Male,-73,N
Customer2393,50,Other,58,N
Customer2394,73,Other,-31,N
Customer2395,20,Female,-87,Y
Customer2396,80,Male,21,N
Customer2397,71,Female,-85,Y
Customer2398,36,Female,-76,N
Customer2399,40,Female,66,N
Customer2400,46,Male,-35,Y
Customer2401,47,Male,-63,Y
Customer2402,56,Female,68,N
Customer2403,61,Male,2,N
Customer2404,64,Female,-3,N
Customer2405,42,Male,14,Y
Customer2406,54,Male,-61,Y
Customer2407,64,Other,-37,N
Customer2408,25,Female,-12,N
Customer2409,59,Other,-1,N
Customer2410,75,Other,43,Y
Customer2411,33,Female,-19,N
Customer2412,25,Female,-24,N
Customer2413,18,Male,-42,Y
Customer2414,61,Female,-10,N
Customer2415,22,Other,-3,N
Customer2416,20,Other,38,Y
Customer2417,18,Female,-100,Y
Customer2418,21,Other,-88,N
Customer2419,57,Male,-71,Y
Customer2420,52,Other,96,Y
Customer2421,49,Male,-83,Y
Customer2422,59,Other,-23,Y
Customer2423,51,Male,40,Y
Customer2424,60,Male,-69,Y
Customer2425,42,Female,-30,Y
Customer2426,27,Male,99,N
Customer2427,38,Female,-51,Y
Customer2428,63,Other,98,Y
Customer2429,56,Other,15,Y
Customer2430,44,Other,12,Y
Customer2431,44,Male,-21,N
Customer2432,19,Other,-70,N
Customer2433,58,Other,-50,Y
Customer2434,65,Female,54,N
Customer2435,30,Female,-41,N
Customer2436,26,Other,-68,N
Customer2437,69,Other,80,N
Customer2438,53,Male,26,N
Customer2439,39,Male,99,Y
Customer2440,59,Other,60,Y
Customer2441,43,Female,25,Y
Customer2442,75,Other,-60,N
Customer2443,71,Male,-82,Y
Customer2444,29,Female,-60,N
Customer2445,34,Female,-16,Y
Customer2446,31,Male,-12,Y
Customer2447,31,Other,-59,Y
Customer2448,74,Other,19,Y
Customer2449,51,Other,-78,N
Customer2450,70,Male,-68,Y
Customer2451,74,Female,-81,Y
Customer2452,37,Male,52,N
Customer2453,28,Other,-11,N
Customer2454,33,Male,3,Y
Customer2455,68,Female,79,Y
Customer2456,48,Male,-89,N
Customer2457,72,Other,59,N
Customer2458,23,Female,60,Y
Customer2459,73,Male,95,N
Customer2460,36,Male,42,N
Customer2461,54,Female,-50,Y
Customer2462,75,Female,-95,Y
Customer2463,21,Other,-10,Y
Customer2464,64,Female,96,N
Customer2465,78,Other,-32,Y
Customer2466,21,Male,62,Y
Customer2467,37,Other,22,Y
Customer2468,27,Male,61,N
Customer2469,41,Female,90,Y
Customer2470,71,Male,95,Y
Customer2471,52,Female,45,N
Customer2472,43,Male,14,N
Customer2473,54,Male,53,Y
Customer2474,55,Male,10,Y
Customer2475,38,Male,-40,Y
Customer2476,71,Other,6,N
Customer2477,57,Male,-23,Y
Customer2478,56,Other,-6,Y
Customer2479,38,Female,-27,N
Customer2480,27,Female,-53,N
Customer2481,55,Other,99,Y
Customer2482,63,Female,-5,N
Customer2483,21,Female,-70,Y
Customer2484,77,Male,-67,Y
Customer2485,74,Male,-14,N
Customer2486,62,Male,34,N
Customer2487,37,Other,-18,N
Customer2488,34,Other,34,N
Customer2489,72,Female,-54,Y
Customer2490,24,Male,35,N
Customer2491,21,Other,28,N
Customer2492,46,Other,24,Y
Customer2493,31,Male,-24,Y
Customer2494,20,Other,-98,Y
Customer2495,41,Male,80,N
Customer2496,54,Female,-9,Y
Customer2497,33,Female,65,N
Customer2498,75,Female,78,N
Customer2499,72,Male,42,N
Customer2500,69,Other,-1,N
Customer2501,21,Female,26,Y
Customer2502,73,Female,94,Y
Customer2503,79,Female,91,Y
Customer2504,41,Other,-33,Y
Customer2505,51,Other,32,Y
Customer2506,47,Male,-11,N
Customer2507,35,Female,-12,N
Customer2508,36,Other,-91,N
Customer2509,48,Male,-93,N
Customer2510,77,Female,-89,Y
Customer2511,77,Other,-37,N
Customer2512,36,Other,17,N
Customer2513,66,Male,-42,N
Customer2514,80,Female,94,N
Customer2515,63,Female,-51,N
Customer2516,36,Other,50,N
Customer2517,39,Female,-61,Y
Customer2518,41,Male,21,Y
Customer2519,62,Other,-4,N
Customer2520,29,Other,26,N
Customer2521,47,Male,-14,N
Customer2522,75,Other,-24,N
Customer2523,55,Female,20,N
Customer2524,70,Female,45,Y
Customer2525,48,Other,48,Y
Customer2526,53,Male,10,N
Customer2527,36,Male,28,Y
Customer2528,65,Female,65,N
Customer2529,62,Male,-60,N
Customer2530,53,Other,69,Y
Customer2531,47,Other,36,Y
Customer2532,72,Female,-78,Y
Customer2533,66,Female,-23,Y
Customer2534,72,Female,-90,N
Customer2535,50,Male,-30,Y
Customer2536,35,Other,58,Y
Customer2537,80,Other,-75,Y
Customer2538,69,Other,-71,N
Customer2539,66,Female,61,N
Customer2540,76,Other,73,N
Customer2541,45,Male,1,Y
Customer2542,76,Male,-32,Y
Customer2543,64,Other,32,Y
Customer2544,28,Female,88,N
Customer2545,74,Other,65,Y
Customer2546,77,Male,55,Y
Customer2547,71,Male,53,N
Customer2548,62,Male,-40,Y
Customer2549,50,Other,5,Y
Customer2550,34,Male,-78,Y
Customer2551,23,Female,73,Y
Customer2552,21,Other,12,N
Customer2553,37,Other,-71,N
Customer2554,65,Male,-34,N
Customer2555,64,Male,60,Y
Customer2556,44,Female,30,Y
Customer2557,32,Other,96,N
Customer2558,23,Male,20,Y
Customer2559,64,Female,-18,N
Customer2560,31,Male,69,N
Customer2561,77,Other,-39,Y
Customer2562,28,Male,85,N
Customer2563,56,Other,-44,N
Customer2564,26,Male,-100,N
Customer2565,43,Other,1,N
Customer2566,33,Female,100,N
Customer2567,22,Other,87,N
Customer2568,74,Female,-32,Y
Customer2569,69,Other,-42,N
Customer2570,78,Female,-55,N
Customer2571,27,Male,5,Y
Customer2572,67,Other,-67,Y
Customer2573,20,Male,0,N
Customer2574,30,Female,-4,Y
Customer2575,60,Other,52,Y
Customer2576,66,Other,69,N
Customer2577,47,Male,-72,Y
Customer2578,79,Other,52,N
Customer2579,71,Other,81,N
Customer2580,62,Male,22,N
Customer2581,23,Other,-28,N
Customer2582,34,Male,94,Y
Customer2583,76,Male,42,N
Customer2584,62,Male,-97,Y
Customer2585,68,Male,-63,Y
Customer2586,70,Male,-81,N
Customer2587,36,Female,12,N
Customer2588,59,Female,-78,Y
Customer2589,52,Male,64,N
Customer2590,63,Female,89,N
Customer2591,43,Female,10,N
Customer2592,68,Other,35,Y
Customer2593,22,Male,64,Y
Customer2594,46,Female,-56,Y
Customer2595,54,Other,-4,Y
Customer2596,37,Other,-68,N
Customer2597,66,Male,34,N
Customer2598,38,Male,-79,Y
Customer2599,27,Other,32,Y
Customer2600,22,Male,-86,Y
Customer2601,53,Male,-80,Y
Customer2602,23,Other,25,Y
Customer2603,43,Other,-12,N
Customer2604,21,Male,-84,Y
Customer2605,79,Female,-45,Y
Customer2606,56,Male,-51,N
Customer2607,56,Female,34,N
Customer2608,67,Other,17,N
Customer2609,52,Female,21,Y
Customer2610,18,Other,-51,N
Customer2611,41,Male,-41,Y
Customer2612,74,Male,24,Y
Customer2613,53,Other,15,N
Customer2614,23,Other,34,Y
Customer2615,58,Other,67,Y
Customer2616,71,Male,72,N
Customer2617,63,Male,86,N
Customer2618,77,Female,-13,N
Customer2619,61,Other,4,N
Customer2620,77,Female,-46,N
Customer2621,74,Male,-37,N
Customer2622,48,Female,92,N
Customer2623,37,Female,81,N
Customer2624,41,Male,-5,N
Customer2625,42,Male,67,N
Customer2626,53,Other,80,Y
Customer2627,38,Female,-57,Y
Customer2628,47,Male,90,Y
Customer2629,41,Male,29,N
Customer2630,61,Female,48,Y
Customer2631,59,Male,-51,Y
Customer2632,47,Other,10,Y
Customer2633,39,Other,79,Y
Customer2634,45,Female,36,Y
Customer2635,24,Other,-2,N
Customer2636,52,Male,47,N
Customer2637,72,Male,45,N
Customer2638,45,Male,-17,Y
Customer2639,31,Male,-71,Y
Customer2640,73,Female,-36,N
Customer2641,27,Other,-77,N
Customer2642,33,Other,74,N
Customer2643,33,Male,-11,Y
Customer2644,71,Female,5,N
Customer2645,48,Male,71,N
Customer2646,59,Male,56,N
Customer2647,42,Female,-24,N
Customer2648,30,Female,-33,N
Customer2649,23,Male,8,Y
Customer2650,61,Other,44,Y
Customer2651,26,Male,-4,N
Customer2652,62,Other,32,Y
Customer2653,53,Other,-9,N
Customer2654,73,Female,-13,N
Customer2655,60,Female,-51,Y
Customer2656,37,Male,2,Y
Customer2657,35,Other,11,Y
Customer2658,75,Other,67,Y
Customer2659,60,Male,-55,N
Customer2660,74,Male,78,Y
Customer2661,38,Male,-90,N
Customer2662,21,Female,-89,N
Customer2663,67,Male,40,N
Customer2664,50,Male,-37,N
Customer2665,44,Other,-93,N
Customer2666,24,Male,92,Y
Customer2667,23,Other,-92,N
Customer2668,80,Other,29,Y
Customer2669,32,Female,-23,N
Customer2670,35,Male,40,Y
Customer2671,49,Male,-99,Y
Customer2672,73,Other,95,N
Customer2673,28,Female,75,N
Customer2674,37,Female,-27,Y
Customer2675,41,Male,30,N
Customer2676,32,Other,95,N
Customer2677,65,Male,33,Y
Customer2678,24,Male,-14,Y
Customer2679,38,Male,-96,N
Customer2680,59,Male,30,N
Customer2681,43,Other,37,N
Customer2682,61,Female,70,N
Customer2683,73,Male,46,Y
Customer2684,31,Male,-87,Y
Customer2685,74,Male,48,N
Customer2686,54,Male,23,Y
Customer2687,75,Female,-58,Y
Customer2688,38,Female,-73,Y
Customer2689,35,Female,48,Y
Customer2690,22,Female,63,Y
Customer2691,20,Male,-77,Y
Customer2692,40,Other,81,Y
Customer2693,43,Female,65,N
Customer2694,54,Female,-84,N
Customer2695,41,Male,49,Y
Customer2696,66,Male,-18,Y
Customer2697,36,Male,-56,Y
Customer2698,68,Male,-27,Y
Customer2699,42,Other,88,Y
Customer2700,38,Other,38,N
Customer2701,29,Female,-40,Y
Customer2702,74,Other,-63,N
Customer2703,78,Female,-35,N
Customer2704,58,Female,-68,Y
Customer2705,50,Other,-58,Y
Customer2706,67,Female,58,Y
Customer2707,70,Male,11,N
Customer2708,21,Female,-66,N
Customer2709,80,Male,-64,N
Customer2710,59,Other,74,Y
Customer2711,74,Other,-1,Y
Customer2712,24,Female,-78,Y
Customer2713,39,Male,63,Y
Customer2714,72,Female,67,Y
Customer2715,50,Other,-12,Y
Customer2716,34,Female,-86,N
Customer2717,41,Female,64,N
Customer2718,78,Male,31,Y
Customer2719,78,Other,49,Y
Customer2720,51,Female,-79,N
Customer2721,45,Male,-23,N
Customer2722,75,Female,44,N
Customer2723,60,Male,-29,Y
Customer2724,58,Male,-3,N
Customer2725,56,Female,-11,N
Customer2726,39,Other,8,N
Customer2727,66,Other,-7,N
Customer2728,34,Male,-21,N
Customer2729,51,Other,-7,Y
Customer2730,23,Male,-21,Y
Customer2731,63,Other,-63,N
Customer2732,23,Female,51,Y
Customer2733,51,Other,33,Y
Customer2734,18,Male,95,N
Customer2735,27,Male,33,Y
Customer2736,38,Other,-75,Y
Customer2737,22,Female,0,N
Customer2738,19,Male,68,N
Customer2739,39,Male,-26,Y
Customer2740,65,Male,-63,Y
Customer2741,74,Male,-18,Y
Customer2742,19,Male,70,N
Customer2743,27,Female,80,Y
Customer2744,51,Other,42,Y
Customer2745,33,Female,-45,N
Customer2746,65,Female,4,Y
Customer2747,68,Male,83,N
Customer2748,78,Female,-70,Y
Customer2749,56,Male,84,N
Customer2750,39,Female,78,Y
Customer2751,29,Male,51,Y
Customer2752,41,Male,-43,N
Customer2753,64,Female,-28,N
Customer2754,57,Female,31,N
Customer2755,55,Other,-91,N
Customer2756,77,Other,90,N
Customer2757,76,Other,-28,N
Customer2758,27,Female,-86,N
Customer2759,52,Female,-3,Y
Customer2760,68,Male,-38,Y
Customer2761,80,Other,-82,Y
Customer2762,66,Male,12,Y
Customer2763,49,Male,-38,Y
Customer2764,24,Male,15,Y
Customer2765,38,Male,83,Y
Customer2766,37,Other,-80,N
Customer2767,43,Male,61,Y
Customer2768,80,Female,44,N
Customer2769,21,Female,45,Y
Customer2770,63,Female,-20,N
Customer2771,69,Other,-35,Y
Customer2772,39,Male,78,Y
Customer2773,32,Other,-36,Y
Customer2774,73,Male,-58,Y
Customer2775,57,Other,-44,N
Customer2776,38,Other,37,Y
Customer2777,32,Male,-64,N
Customer2778,39,Other,75,Y
Customer2779,69,Male,19,Y
Customer2780,45,Female,-32,Y
Customer2781,31,Female,-45,Y
Customer2782,44,Female,18,N
Customer2783,78,Other,63,N
Customer2784,58,Female,58,N
Customer2785,57,Male,-46,Y
Customer2786,75,Female,-63,Y
Customer2787,45,Female,100,Y
Customer2788,43,Other,-86,Y
Customer2789,66,Male,43,N
Customer2790,80,Other,-24,N
Customer2791,19,Other,-48,N
Customer2792,42,Male,83,Y
Customer2793,73,Other,-94,N
Customer2794,79,Male,84,Y
Customer2795,20,Female,-46,N
Customer2796,25,Male,-49,N
Customer2797,61,Male,-97,N
Customer2798,50,Male,-58,N
Customer2799,59,Other,-61,Y
Customer2800,69,Male,20,Y
Customer2801,52,Male,-71,N
Customer2802,23,Male,37,N
Customer2803,56,Female,2,Y
Customer2804,69,Male,-94,N
Customer2805,40,Other,63,N
Customer2806,42,Male,62,N
Customer2807,76,Male,66,Y
Customer2808,67,Female,63,Y
Customer2809,60,Male,8,N
Customer2810,36,Other,-81,N
Customer2811,22,Male,-52,Y
Customer2812,68,Other,-5,Y
Customer2813,28,Female,-42,Y
Customer2814,73,Male,76,Y
Customer2815,29,Female,-11,Y
Customer2816,27,Male,-75,Y
Customer2817,25,Other,-65,Y
Customer2818,41,Female,70,Y
Customer2819,77,Male,25,N
Customer2820,45,Other,-58,N
Customer2821,58,Female,-2,Y
Customer2822,53,Male,-68,N
Customer2823,54,Female,-1,Y
Customer2824,38,Male,-4,N
Customer2825,25,Other,72,Y
Customer2826,72,Other,-56,Y
Customer2827,26,Female,-13,N
Customer2828,64,Female,42,N
Customer2829,32,Male,-6,N
Customer2830,65,Other,-84,N
Customer2831,63,Male,39,N
Customer2832,57,Other,-79,Y
Customer2833,35,Female,50,Y
Customer2834,59,Male,-11,Y
Customer2835,77,Male,-23,N
Customer2836,37,Other,39,Y
Customer2837,23,Other,13,Y
Customer2838,29,Other,-33,N
Customer2839,19,Female,9,Y
Customer2840,24,Male,78,N
Customer2841,33,Other,24,N
Customer2842,20,Female,40,Y
Customer2843,62,Other,-44,Y
Customer2844,20,Male,-46,N
Customer2845,44,Other,-19,N
Customer2846,67,Male,6,Y
Customer2847,60,Female,55,Y
Customer2848,57,Female,1,Y
Customer2849,55,Other,71,Y
Customer2850,50,Male,46,Y
Customer2851,45,Male,73,N
Customer2852,18,Male,10,N
Customer2853,72,Other,6,Y
Customer2854,25,Male,1,Y
Customer2855,54,Male,-98,Y
Customer2856,49,Male,47,Y
Customer2857,77,Male,-76,Y
Customer2858,65,Other,-26,N
Customer2859,60,Other,83,N
Customer2860,54,Male,-40,Y
Customer2861,21,Male,22,Y
Customer2862,47,Female,-46,Y
Customer2863,23,Female,62,N
Customer2864,63,Male,86,N
Customer2865,71,Male,-62,N
Customer2866,36,Female,84,Y
Customer2867,49,Female,-18,Y
Customer2868,26,Male,94,N
Customer2869,29,Other,-67,N
Customer2870,28,Other,12,Y
Customer2871,63,Male,68,N
Customer2872,72,Male,49,N
Customer2873,33,Female,-74,N
Customer2874,18,Female,48,Y
Customer2875,80,Other,68,Y
Customer2876,62,Male,-70,N
Customer2877,72,Female,54,N
Customer2878,70,Other,64,Y
Customer2879,38,Other,93,Y
Customer2880,47,Other,81,N
Customer2881,30,Female,36,N
Customer2882,51,Female,-18,N
Customer2883,21,Male,69,Y
Customer2884,45,Male,63,N
Customer2885,55,Other,-91,N
Customer2886,75,Other,86,N
Customer2887,48,Female,-61,N
Customer2888,76,Female,-47,N
Customer2889,72,Male,66,Y
Customer2890,44,Male,34,N
Customer2891,22,Male,-97,N
Customer2892,42,Female,42,Y
Customer2893,20,Other,75,Y
Customer2894,50,Male,-95,N
Customer2895,21,Male,-28,N
Customer2896,42,Female,62,N
Customer2897,37,Male,99,Y
Customer2898,51,Other,98,Y
Customer2899,43,Female,95,Y
Customer2900,79,Male,-43,Y
Customer2901,79,Male,-24,N
Customer2902,22,Female,-82,Y
Customer2903,52,Female,-39,N
Customer2904,78,Male,-30,Y
Customer2905,45,Other,37,N
Customer2906,46,Female,-76,N
Customer2907,26,Other,71,N
Customer2908,69,Male,26,Y
Customer2909,55,Other,-43,N
Customer2910,67,Male,52,N
Customer2911,23,Male,19,N
Customer2912,36,Male,10,Y
Customer2913,77,Male,67,N
Customer2914,61,Other,-25,Y
Customer2915,74,Male,-31,N
Customer2916,28,Male,37,Y
Customer2917,19,Other,-35,N
Customer2918,64,Female,19,N
Customer2919,61,Other,52,N
Customer2920,61,Other,98,N
Customer2921,26,Other,-14,Y
Customer2922,38,Male,38,N
Customer2923,41,Male,21,N
Customer2924,51,Male,63,N
Customer2925,39,Female,-52,Y
Customer2926,20,Male,-53,Y
Customer2927,29,Female,14,Y
Customer2928,45,Male,-14,N
Customer2929,47,Other,-94,Y
Customer2930,43,Male,-24,Y
Customer2931,65,Female,78,Y
Customer2932,38,Female,44,N
Customer2933,45,Male,59,Y
Customer2934,73,Other,53,N
Customer2935,43,Male,20,Y
Customer2936,79,Male,23,Y
Customer2937,50,Male,49,N
Customer2938,38,Other,40,N
Customer2939,52,Female,24,N
Customer2940,69,Other,-89,Y
Customer2941,51,Female,-30,N
Customer2942,58,Female,-100,N
Customer2943,68,Female,60,Y
Customer2944,64,Other,18,N
Customer2945,35,Male,41,N
Customer2946,75,Male,10,Y
Customer2947,28,Male,-37,Y
Customer2948,74,Male,-58,Y
Customer2949,40,Male,85,N
Customer2950,65,Other,-60,Y
Customer2951,39,Other,95,N
Customer2952,34,Other,14,Y
Customer2953,22,Other,-62,Y
Customer2954,61,Other,-100,Y
Customer2955,28,Other,-60,N
Customer2956,47,Other,72,N
Customer2957,32,Male,-13,N
Customer2958,44,Female,-3,N
Customer2959,52,Other,-13,N
Customer2960,50,Female,-22,Y
Customer2961,37,Other,40,Y
Customer2962,78,Other,-30,Y
Customer2963,33,Male,36,Y
Customer2964,51,Female,90,N
Customer2965,19,Male,-2,N
Customer2966,52,Male,50,N
Customer2967,57,Female,81,Y
Customer2968,73,Male,74,Y
Customer2969,45,Other,66,N
Customer2970,64,Other,-14,Y
Customer2971,56,Other,53,Y
Customer2972,23,Other,-100,N
Customer2973,26,Other,41,Y
Customer2974,37,Male,11,N
Customer2975,77,Male,-27,Y
Customer2976,18,Other,-36,N
Customer2977,25,Other,-32,Y
Customer2978,72,Male,-34,N
Customer2979,40,Female,76,N
Customer2980,80,Male,-51,Y
Customer2981,20,Male,-43,Y
Customer2982,21,Male,-48,N
Customer2983,75,Male,-10,N
Customer2984,42,Male,14,N
Customer2985,64,Female,17,N
Customer2986,55,Other,-44,N
Customer2987,32,Other,-15,Y
Customer2988,80,Female,-83,Y
Customer2989,38,Other,-85,Y
Customer2990,52,Other,29,Y
Customer2991,74,Other,-88,Y
Customer2992,70,Female,72,N
Customer2993,70,Female,-21,Y
Customer2994,63,Other,99,Y
Customer2995,69,Other,-58,N
Customer2996,31,Other,99,N
Customer2997,53,Male,-47,Y
Customer2998,29,Male,58,Y
Customer2999,34,Male,36,N
Customer3000,56,Female,-28,Y
Customer3001,26,Other,-53,N
Customer3002,52,Female,-83,Y
Customer3003,77,Female,-90,Y
Customer3004,30,Female,89,Y
Customer3005,32,Other,-17,Y
Customer3006,35,Male,-82,N
Customer3007,68,Other,-1,N
Customer3008,50,Other,15,Y
Customer3009,23,Female,-11,Y
Customer3010,76,Female,-27,Y
Customer3011,44,Female,-77,Y
Customer3012,40,Male,-88,N
Customer3013,76,Male,24,N
Customer3014,44,Male,15,Y
Customer3015,51,Other,73,N
Customer3016,73,Female,80,N
Customer3017,63,Other,56,Y
Customer3018,55,Male,63,Y
Customer3019,31,Female,-30,Y
Customer3020,53,Male,25,N
Customer3021,70,Female,44,N
Customer3022,25,Female,75,N
Customer3023,79,Other,51,N
Customer3024,52,Other,81,Y
Customer3025,36,Male,18,Y
Customer3026,47,Other,-10,Y
Customer3027,80,Other,-16,N
Customer3028,31,Other,7,Y
Customer3029,76,Female,26,Y
Customer3030,37,Other,20,N
Customer3031,66,Male,28,Y
Customer3032,42,Female,94,N
Customer3033,57,Female,-95,N
Customer3034,41,Other,-23,Y
Customer3035,31,Female,82,Y
Customer3036,43,Male,-63,N
Customer3037,55,Male,60,Y
Customer3038,40,Female,15,Y
Customer3039,39,Other,1,N
Customer3040,65,Other,-93,Y
Customer3041,74,Female,-23,N
Customer3042,36,Male,11,N
Customer3043,63,Female,47,N
Customer3044,68,Other,-46,N
Customer3045,20,Other,-53,Y
Customer3046,59,Female,83,Y
Customer3047,36,Male,-13,Y
Customer3048,26,Female,-91,N
Customer3049,45,Male,-49,Y
Customer3050,37,Male,77,N
Customer3051,62,Female,-67,N
Customer3052,24,Female,63,Y
Customer3053,31,Male,-40,Y
Customer3054,80,Male,43,N
Customer3055,26,Male,-22,N
Customer3056,76,Male,-83,N
Customer3057,77,Other,-30,N
Customer3058,72,Female,74,Y
Customer3059,74,Male,-15,Y
Customer3060,77,Female,-69,Y
Customer3061,36,Male,-58,N
Customer3062,64,Female,-18,N
Customer3063,69,Female,67,Y
Customer3064,31,Male,92,Y
Customer3065,73,Male,62,Y
Customer3066,55,Female,-32,N
Customer3067,70,Female,-51,N
Customer3068,78,Female,-89,N
Customer3069,53,Other,-16,Y
Customer3070,57,Male,22,Y
Customer3071,34,Other,-43,Y
Customer3072,47,Other,-18,Y
Customer3073,26,Male,90,Y
Customer3074,50,Male,100,Y
Customer3075,73,Other,76,N
Customer3076,69,Male,11,Y
Customer3077,42,Female,27,Y
Customer3078,31,Female,-65,N
Customer3079,28,Other,-47,N
Customer3080,70,Other,-54,N
Customer3081,52,Male,14,N
Customer3082,58,Male,59,N
Customer3083,76,Other,23,N
Customer3084,31,Other,80,Y
Customer3085,47,Female,59,Y
Customer3086,58,Female,89,Y
Customer3087,21,Male,64,Y
Customer3088,76,Female,-5,N
Customer3089,21,Male,6,N
Customer3090,45,Male,19,Y
Customer3091,25,Male,0,N
Customer3092,19,Female,2,N
Customer3093,58,Other,65,Y
Customer3094,78,Other,57,Y
Customer3095,63,Female,85,Y
Customer3096,39,Other,-69,Y
Customer3097,58,Male,-35,Y
Customer3098,73,Other,78,Y
Customer3099,80,Female,-90,Y
Customer3100,80,Other,86,Y
Customer3101,72,Male,47,N
Customer3102,33,Male,-64,Y
Customer3103,46,Female,100,N
Customer3104,79,Female,1,Y
Customer3105,66,Female,-52,N
Customer3106,65,Male,-82,Y
Customer3107,47,Other,82,Y
Customer3108,29,Other,67,Y
Customer3109,52,Female,-94,Y
Customer3110,28,Other,32,Y
Customer3111,63,Other,-59,N
Customer3112,67,Female,-13,Y
Customer3113,38,Female,75,Y
Customer3114,80,Male,34,Y
Customer3115,38,Male,-90,N
Customer3116,22,Male,100,N
Customer3117,65,Male,76,N
Customer3118,37,Other,57,N
Customer3119,54,Other,-60,N
Customer3120,20,Male,-98,N
Customer3121,61,Male,-61,Y
Customer3122,50,Female,-50,Y
Customer3123,70,Other,-69,Y
Customer3124,78,Other,-53,N
Customer3125,26,Male,-30,Y
Customer3126,78,Other,98,Y
Customer3127,26,Female,47,N
Customer3128,21,Female,-12,Y
Customer3129,52,Other,8,Y
Customer3130,34,Male,-66,Y
Customer3131,51,Other,7,N
Customer3132,41,Female,51,N
Customer3133,49,Male,-61,Y
Customer3134,18,Other,-49,Y
Customer3135,25,Male,11,N
Customer3136,62,Male,-62,N
Customer3137,40,Female,-33,N
Customer3138,64,Male,88,N
Customer3139,57,Other,-25,Y
Customer3140,29,Male,-36,N
Customer3141,71,Male,-39,Y
Customer3142,29,Other,-99,N
Customer3143,63,Female,33,Y
Customer3144,64,Female,21,N
Customer3145,32,Other,-26,N
Customer3146,58,Other,70,N
Customer3147,36,Female,-61,Y
Customer3148,43,Male,-12,Y
Customer3149,69,Other,66,Y
Customer3150,46,Male,-73,Y
Customer3151,39,Other,-21,N
Customer3152,57,Female,-38,N
Customer3153,38,Male,91,N
Customer3154,68,Male,39,Y
Customer3155,55,Other,-60,N
Customer3156,37,Male,-72,N
Customer3157,74,Other,-78,N
Customer3158,46,Female,-21,Y
Customer3159,68,Male,-50,Y
Customer3160,21,Other,11,N
Customer3161,72,Male,4,Y
Customer3162,24,Other,-56,Y
Customer3163,45,Other,-11,N
Customer3164,45,Other,49,N
Customer3165,21,Female,37,Y
Customer3166,39,Male,34,Y
Customer3167,29,Female,100,N
Customer3168,62,Other,-12,N
Customer3169,20,Other,-86,N
Customer3170,39,Female,-24,N
Customer3171,61,Female,5,N
Customer3172,19,Male,73,N
Customer3173,41,Other,-11,N
Customer3174,51,Female,-14,Y
Customer3175,44,Other,-40,Y
Customer3176,72,Other,7,N
Customer3177,58,Male,-40,Y
Customer3178,18,Male,-50,Y
Customer3179,25,Male,65,N
Customer3180,40,Female,-89,N
Customer3181,55,Other,-24,N
Customer3182,23,Female,11,Y
Customer3183,39,Female,-35,N
Customer3184,42,Male,81,N
Customer3185,35,Other,66,Y
Customer3186,34,Other,66,N
Customer3187,78,Male,14,Y
Customer3188,29,Other,-71,Y
Customer3189,23,Male,4,N
Customer3190,43,Female,75,N
Customer3191,44,Female,-70,N
Customer3192,25,Male,52,Y
Customer3193,36,Female,95,N
Customer3194,77,Female,78,Y
Customer3195,59,Male,-88,N
Customer3196,18,Female,90,N
Customer3197,74,Other,27,N
Customer3198,46,Female,69,N
Customer3199,62,Male,81,Y
Customer3200,66,Other,0,N
Customer3201,52,Other,-34,N
Customer3202,57,Female,-21,N
Customer3203,31,Other,83,N
Customer3204,52,Male,2,Y
Customer3205,65,Other,-82,Y
Customer3206,62,Female,73,N
Customer3207,37,Female,42,Y
Customer3208,73,Other,-69,N
Customer3209,66,Male,76,Y
Customer3210,30,Male,48,N
Customer3211,78,Female,-36,Y
Customer3212,55,Female,97,Y
Customer3213,66,Male,-74,Y
Customer3214,63,Other,50,Y
Customer3215,66,Other,-54,Y
Customer3216,79,Other,-89,N
Customer3217,25,Other,-16,Y
Customer3218,60,Male,-35,N
Customer3219,37,Female,32,N
Customer3220,77,Female,36,N
Customer3221,50,Other,47,N
Customer3222,43,Male,9,N
Customer3223,56,Male,-19,N
Customer3224,38,Other,24,N
Customer3225,70,Other,-38,N
Customer3226,66,Other,-29,N
Customer3227,79,Female,-3,N
Customer3228,59,Other,-28,N
Customer3229,60,Female,-30,Y
Customer3230,71,Male,-71,N
Customer3231,79,Male,24,N
Customer3232,58,Female,-85,N
Customer3233,26,Female,32,Y
Customer3234,41,Female,56,Y
Customer3235,54,Female,-54,N
Customer3236,66,Other,0,Y
Customer3237,58,Male,6,Y
Customer3238,34,Other,25,N
Customer3239,41,Female,-79,N
Customer3240,38,Other,84,Y
Customer3241,68,Other,-18,Y
Customer3242,76,Male,62,N
Customer3243,56,Other,-41,N
Customer3244,72,Male,97,N
Customer3245,58,Female,87,N
Customer3246,56,Other,-43,N
