OrderID,StoreID,Date,ProductID,CustomerID,PromotionID,CampaignID,OrderValue,DiscountValue
Order325,Store7,2022-01-29,Product152,Customer6533,Promo2,Campaign10,525.98,179.34
Order326,Store7,2023-09-21,Product45,Customer6373,Promo1,Campaign2,362.7,159.07
Order327,Store2,2023-09-05,Product212,Customer2699,Promo3,Campaign8,884.03,5.7
Order328,Store2,2021-06-16,Product71,Customer7404,Promo3,Campaign10,131.5,176.25
Order329,Store3,2023-09-03,Product263,,Promo5,Campaign6,478.77,90.46
Order330,Store4,2022-03-28,Product400,Customer1008,Promo2,Campaign7,542.04,38.18
Order331,Store5,2023-05-10,Product382,Customer9406,Promo4,Campaign7,559.2,150.48
Order332,Store4,2021-07-29,Product58,,Promo3,Campaign2,655.37,64.57
Order333,Store7,2023-02-07,Product57,,Promo5,Campaign2,510.74,50.66
Order334,Store7,2021-08-02,Product426,Customer4185,Promo2,Campaign4,264.25,32.26
Order335,Store8,2023-08-31,Product111,Customer4445,Promo1,Campaign6,858.37,97.32
Order336,Store3,2021-10-31,Product142,Customer2873,Promo4,Campaign4,660.95,18.68
Order337,Store5,2023-05-07,Product56,Customer9864,Promo2,Campaign6,859.61,157.12
Order338,Store2,2023-05-11,Product12,Customer1751,Promo5,Campaign5,283.28,94.13
Order339,Store1,2023-03-19,Product349,Customer3348,Promo5,Campaign6,640.69,89.4
Order340,Store1,2021-04-30,Product15,Customer3691,Promo5,Campaign9,717.03,0.37
Order341,Store5,2022-03-03,Product8,Customer4687,Promo5,Campaign6,389.57,163.57
Order342,Store4,2023-08-03,Product231,Customer5271,Promo5,Campaign6,814.12,98.57
Order343,Store8,2021-11-26,Product186,Customer6988,Promo4,Campaign8,12.48,87.98
Order344,Store5,2022-09-27,Product53,,Promo3,Campaign5,598.97,152.28
Order345,Store4,2022-07-18,Product137,Customer3091,Promo3,Campaign5,617.43,12.58
Order346,Store7,2021-06-29,Product174,Customer9741,Promo1,Campaign10,538.5,73.34
Order347,Store6,2021-10-17,Product348,Customer8455,Promo3,Campaign1,633.75,115.15
Order348,Store4,2021-07-06,Product219,Customer1451,Promo5,Campaign6,175.55,92.12
Order349,Store8,2022-05-01,Product263,,Promo3,Campaign1,687.93,36.33
Order350,Store1,2023-02-12,Product255,Customer1133,Promo3,Campaign8,342.43,59.86
Order351,Store2,2023-11-24,Product300,Customer9237,Promo5,Campaign10,457.53,60.04
Order352,Store3,2021-07-01,Product270,Customer8948,Promo4,Campaign9,339.78,198.39
Order353,Store7,2021-05-26,Product75,Customer8618,Promo5,Campaign6,479.2,65.24
Order354,Store2,2023-12-04,Product224,Customer3459,Promo3,Campaign9,625.35,41.04
Order355,Store3,2022-05-14,Product371,Customer7168,Promo3,Campaign2,839.96,164.53
Order356,Store6,2023-03-14,Product92,Customer9520,Promo1,Campaign9,488.6,84.23
Order357,Store1,2022-06-15,Product134,Customer7970,Promo5,Campaign4,329.99,88.77
Order358,Store7,2021-07-30,Product163,,Promo1,Campaign3,493.06,109.78
Order359,Store3,2023-06-12,Product198,Customer8599,Promo1,Campaign1,691.92,119.14
Order360,Store6,2021-01-05,Product189,Customer3431,Promo2,Campaign1,353.23,118.11
Order361,Store7,2021-11-07,Product408,Customer1914,Promo1,Campaign8,420.14,6.9
Order362,Store4,2021-06-11,Product73,Customer7900,Promo3,Campaign2,567.21,163.77
Order363,Store5,2021-08-04,Product386,Customer9497,Promo3,Campaign1,301.07,38.97
Order364,Store7,2023-02-25,Product486,Customer1780,Promo2,Campaign2,216.99,58.47
Order365,Store7,2023-04-16,Product206,Customer2186,Promo2,Campaign3,148.99,34.69
Order366,Store3,2021-09-09,Product435,Customer151,Promo5,Campaign4,359.08,153.42
Order367,Store2,2023-11-28,Product31,Customer6647,Promo2,Campaign9,57.86,116.73
Order368,Store1,2021-08-16,Product382,Customer6779,Promo4,Campaign7,587.65,151.06
Order369,Store1,2023-06-28,Product478,Customer6251,Promo3,Campaign5,184.15,130.68
Order370,Store7,2021-10-12,Product119,Customer3951,Promo3,Campaign5,383.62,20.83
Order371,Store7,2022-10-11,Product283,Customer5348,Promo2,Campaign6,276.53,60.3
Order372,Store6,2022-01-01,Product484,Customer9578,Promo2,Campaign1,634.09,101.45
Order373,Store5,2023-12-28,Product366,Customer2273,Promo3,Campaign6,851.84,60.99
Order374,Store4,2021-07-11,Product159,Customer2520,Promo2,Campaign6,636.97,41.46
Order375,Store7,2022-10-06,Product255,Customer8338,Promo5,Campaign5,547.08,173.96
Order376,Store4,2023-06-26,Product245,,Promo2,Campaign10,672.39,149.56
Order377,Store8,2023-01-01,Product106,Customer4255,Promo2,Campaign9,39.69,69.04
Order378,Store1,2021-01-26,Product198,,Promo5,Campaign10,131.62,153.0
Order379,Store4,2022-12-13,Product427,Customer721,Promo5,Campaign10,103.98,125.51
Order380,Store7,2022-09-07,Product493,Customer1482,Promo5,Campaign5,107.22,0.76
Order381,Store7,2021-07-12,Product120,Customer5750,Promo3,Campaign9,267.88,76.05
Order382,Store6,2022-01-16,Product82,Customer9044,Promo2,Campaign10,536.73,58.1
Order383,Store5,2023-10-23,Product308,Customer4636,Promo5,Campaign7,123.53,43.58
Order384,Store1,2023-12-05,Product270,Customer6935,Promo5,Campaign3,935.77,50.32
Order385,Store4,2023-07-28,Product187,Customer358,Promo3,Campaign9,855.71,188.47
Order386,Store3,2021-01-03,Product276,Customer5773,Promo4,Campaign10,971.93,97.26
Order387,Store3,2023-07-19,Product374,Customer3033,Promo2,Campaign7,52.08,169.54
Order388,Store6,2021-10-05,Product52,Customer6455,Promo4,Campaign4,852.89,42.84
Order389,Store4,2021-06-25,Product459,Customer6573,Promo4,Campaign9,805.7,34.88
Order390,Store3,2021-10-09,Product357,Customer9415,Promo5,Campaign6,903.08,177.76
Order391,Store5,2022-04-04,Product296,Customer6749,Promo3,Campaign9,532.66,99.14
Order392,Store2,2023-08-09,Product68,Customer7679,Promo2,Campaign4,790.01,179.03
Order393,Store5,2021-12-07,Product300,Customer6621,Promo2,Campaign10,60.77,12.61
Order394,Store6,2022-11-28,Product134,,Promo2,Campaign2,85.12,183.29
Order395,Store5,2022-12-27,Product343,Customer9896,Promo4,Campaign9,127.35,83.09
Order396,Store4,2021-05-01,Product120,Customer9446,Promo1,Campaign10,915.64,31.07
Order397,Store7,2022-07-29,Product57,Customer7841,Promo3,Campaign4,70.56,136.68
Order398,Store5,2021-10-03,Product186,Customer6605,Promo1,Campaign2,109.15,159.38
Order399,Store4,2023-08-27,Product72,Customer4310,Promo4,Campaign7,931.11,9.47
Order400,Store1,2023-09-14,Product158,Customer9800,Promo5,Campaign7,116.32,197.44
Order401,Store4,2021-01-29,Product228,Customer2371,Promo1,Campaign5,871.06,139.41
Order402,Store6,2022-11-16,Product308,Customer457,Promo1,Campaign5,791.38,64.28
Order403,Store4,2021-11-17,Product234,Customer8728,Promo3,Campaign8,49.88,30.26
Order404,Store1,2022-10-05,Product11,Customer1811,Promo4,Campaign6,31.63,78.51
Order405,Store7,2021-12-18,Product175,,Promo3,Campaign1,539.04,44.11
Order406,Store2,2022-06-16,Product261,Customer9634,Promo5,Campaign4,997.2,98.83
Order407,Store6,2021-10-21,Product131,Customer7529,Promo2,Campaign1,880.04,156.38
Order408,Store8,2022-04-03,Product399,Customer3925,Promo4,Campaign5,316.93,132.03
Order409,Store1,2023-01-17,Product386,Customer7975,Promo5,Campaign5,392.45,87.19
Order410,Store4,2023-01-03,Product2,Customer5961,Promo5,Campaign4,394.03,23.79
Order411,Store6,2023-12-20,Product249,Customer3640,Promo1,Campaign9,736.84,191.43
Order412,Store3,2022-06-27,Product200,,Promo3,Campaign8,347.72,54.07
Order413,Store4,2022-01-15,Product182,Customer2024,Promo1,Campaign10,156.32,55.57
Order414,Store1,2021-11-20,Product430,Customer9418,Promo1,Campaign3,749.64,129.1
Order415,Store8,2023-12-22,Product350,,Promo2,Campaign5,463.44,154.1
Order416,Store8,2023-08-03,Product127,,Promo3,Campaign6,86.01,196.83
Order417,Store4,2023-04-23,Product382,Customer6868,Promo2,Campaign5,792.15,193.83
Order418,Store7,2021-12-28,Product297,Customer6686,Promo5,Campaign8,589.46,182.75
Order419,Store1,2021-02-22,Product197,,Promo2,Campaign5,494.48,87.06
Order420,Store5,2022-02-06,Product286,,Promo5,Campaign8,676.61,33.33
Order421,Store2,2022-11-12,Product44,Customer9546,Promo1,Campaign10,510.31,116.89
Order422,Store2,2023-09-20,Product10,Customer9865,Promo2,Campaign10,651.94,3.45
Order423,Store8,2023-05-19,Product225,Customer6165,Promo3,Campaign3,868.81,39.25
Order424,Store6,2022-12-08,Product216,Customer518,Promo2,Campaign5,617.38,0.51
Order425,Store1,2022-01-14,Product211,Customer2479,Promo5,Campaign4,663.0,36.11
Order426,Store8,2022-10-08,Product286,Customer8038,Promo4,Campaign6,617.72,94.95
Order427,Store2,2023-07-22,Product217,Customer4953,Promo3,Campaign3,535.87,78.66
Order428,Store3,2021-03-22,Product331,Customer7585,Promo5,Campaign10,180.25,73.86
Order429,Store6,2023-01-01,Product49,Customer6896,Promo4,Campaign4,342.32,166.19
Order430,Store3,2022-05-29,Product163,Customer5484,Promo3,Campaign4,696.18,135.0
Order431,Store2,2023-07-10,Product193,Customer2935,Promo4,Campaign5,431.22,187.29
Order432,Store1,2023-02-02,Product145,Customer8987,Promo1,Campaign6,412.07,89.07
Order433,Store6,2022-05-09,Product159,,Promo1,Campaign2,761.68,54.45
Order434,Store3,2023-07-30,Product326,Customer9625,Promo2,Campaign10,15.51,24.54
Order435,Store7,2023-11-27,Product461,Customer1501,Promo2,Campaign8,682.2,134.41
Order436,Store2,2023-01-11,Product180,Customer6725,Promo2,Campaign4,494.33,168.35
Order437,Store4,2021-11-21,Product26,,Promo2,Campaign7,382.99,36.75
Order438,Store3,2023-12-16,Product100,Customer7388,Promo4,Campaign7,347.13,175.75
Order439,Store5,2021-11-10,Product389,Customer5495,Promo3,Campaign10,181.15,105.26
Order440,Store6,2021-04-13,Product111,Customer3557,Promo3,Campaign2,340.91,28.82
Order441,Store3,2022-03-15,Product270,Customer4130,Promo2,Campaign7,397.5,128.57
Order442,Store6,2023-03-28,Product51,Customer3027,Promo1,Campaign1,443.07,104.01
Order443,Store2,2023-01-17,Product15,Customer2447,Promo5,Campaign2,675.58,5.64
Order444,Store8,2021-02-07,Product128,Customer7361,Promo2,Campaign5,459.04,79.85
Order445,Store2,2023-03-24,Product140,Customer6368,Promo2,Campaign8,798.32,156.96
Order446,Store6,2023-10-14,Product242,Customer9186,Promo1,Campaign7,643.34,111.08
Order447,Store2,2021-06-04,Product46,Customer3850,Promo5,Campaign3,197.7,56.41
Order448,Store1,2023-11-22,Product234,Customer5761,Promo4,Campaign10,284.4,185.73
Order449,Store6,2022-05-04,Product448,Customer8505,Promo4,Campaign9,88.46,47.56
Order450,Store1,2023-11-07,Product72,,Promo5,Campaign5,946.26,50.55
Order451,Store6,2021-08-28,Product443,Customer4361,Promo5,Campaign3,887.68,70.93
Order452,Store4,2021-12-12,Product95,Customer3728,Promo4,Campaign7,93.95,178.91
Order453,Store4,2021-01-16,Product410,Customer5617,Promo2,Campaign4,578.34,101.53
Order454,Store3,2022-08-10,Product285,Customer9049,Promo2,Campaign1,960.8,136.44
Order455,Store2,2023-08-08,Product132,,Promo1,Campaign5,749.67,195.25
Order456,Store8,2021-09-17,Product434,Customer6707,Promo5,Campaign8,496.89,156.66
Order457,Store4,2021-12-27,Product476,,Promo2,Campaign4,248.69,34.52
Order458,Store2,2022-04-05,Product281,Customer5805,Promo2,Campaign7,286.25,157.67
Order459,Store3,2023-07-20,Product424,Customer499,Promo1,Campaign8,738.88,149.67
Order460,Store1,2023-12-23,Product32,,Promo5,Campaign9,782.77,46.52
Order461,Store4,2021-04-10,Product356,Customer3624,Promo1,Campaign9,533.41,65.07
Order462,Store8,2023-01-25,Product459,Customer1734,Promo1,Campaign5,129.74,142.03
Order463,Store5,2021-10-22,Product37,,Promo4,Campaign6,934.53,47.68
Order464,Store8,2023-07-18,Product126,Customer4343,Promo1,Campaign7,846.32,41.64
Order465,Store5,2021-11-24,Product138,Customer1707,Promo5,Campaign10,149.13,140.69
Order466,Store5,2023-02-03,Product422,Customer3895,Promo2,Campaign2,66.16,176.12
Order467,Store7,2023-12-02,Product445,Customer6423,Promo2,Campaign9,540.51,15.0
Order468,Store5,2021-08-30,Product100,Customer1100,Promo4,Campaign1,291.3,89.18
Order469,Store5,2023-11-18,Product242,Customer4408,Promo5,Campaign6,290.42,121.44
Order470,Store5,2022-04-04,Product245,Customer8361,Promo2,Campaign6,96.35,135.26
Order471,Store5,2022-10-29,Product27,,Promo1,Campaign7,953.85,199.24
Order472,Store4,2021-08-08,Product209,Customer4968,Promo3,Campaign2,831.86,136.54
Order473,Store5,2023-05-09,Product391,Customer7058,Promo3,Campaign6,122.7,124.03
Order474,Store8,2021-09-21,Product457,Customer7951,Promo3,Campaign6,877.83,197.95
Order475,Store6,2021-05-01,Product99,Customer885,Promo3,Campaign9,686.13,12.13
Order476,Store6,2023-12-06,Product137,Customer4278,Promo1,Campaign8,332.19,14.89
Order477,Store5,2022-03-11,Product187,Customer8554,Promo2,Campaign5,872.54,112.14
Order478,Store7,2022-04-29,Product36,Customer9196,Promo4,Campaign7,602.04,71.73
Order479,Store3,2021-10-07,Product118,Customer4450,Promo1,Campaign7,850.18,19.34
Order480,Store4,2023-11-12,Product158,Customer85,Promo2,Campaign5,474.58,61.29
Order481,Store8,2022-12-15,Product479,Customer86,Promo5,Campaign7,505.64,134.87
Order482,Store6,2021-03-09,Product275,Customer6727,Promo2,Campaign3,298.1,176.12
Order483,Store8,2023-01-13,Product169,Customer6894,Promo2,Campaign7,393.82,18.86
Order484,Store3,2023-12-18,Product55,Customer6947,Promo2,Campaign6,572.07,108.03
Order485,Store2,2023-10-19,Product471,Customer9022,Promo1,Campaign6,947.59,59.22
Order486,Store5,2021-10-18,Product84,,Promo2,Campaign2,604.12,133.47
Order487,Store8,2021-06-18,Product6,,Promo2,Campaign2,155.9,109.89
Order488,Store1,2022-07-10,Product379,Customer8764,Promo5,Campaign7,16.93,185.34
Order489,Store8,2021-12-19,Product363,Customer6425,Promo5,Campaign1,852.48,7.54
Order490,Store7,2021-10-10,Product344,Customer1763,Promo3,Campaign9,370.68,94.01
Order491,Store8,2023-12-26,Product495,Customer4803,Promo1,Campaign3,321.82,38.55
Order492,Store7,2022-04-01,Product256,Customer7156,Promo2,Campaign6,802.72,107.36
Order493,Store7,2023-08-17,Product406,,Promo3,Campaign3,945.91,170.72
Order494,Store5,2023-10-02,Product198,Customer1588,Promo3,Campaign9,750.56,182.26
Order495,Store8,2022-04-22,Product500,Customer9914,Promo1,Campaign10,182.11,79.65
Order496,Store5,2021-10-12,Product152,,Promo3,Campaign7,397.46,162.36
Order497,Store3,2021-01-31,Product318,,Promo3,Campaign1,761.8,56.1
Order498,Store7,2022-03-24,Product170,Customer9590,Promo1,Campaign4,907.86,1.26
Order499,Store7,2021-08-02,Product248,Customer3234,Promo4,Campaign5,998.61,171.05
Order500,Store7,2023-11-15,Product249,Customer43,Promo3,Campaign7,516.45,23.88
Order501,Store2,2022-02-01,Product150,Customer2825,Promo5,Campaign7,824.3,3.52
Order502,Store3,2021-12-03,Product210,Customer9873,Promo3,Campaign5,56.17,70.76
Order503,Store4,2023-07-25,Product400,Customer1342,Promo1,Campaign1,292.97,75.88
Order504,Store7,2023-08-26,Product228,Customer3702,Promo1,Campaign5,377.8,15.44
Order505,Store2,2023-05-05,Product244,Customer7032,Promo4,Campaign5,975.77,162.84
Order506,Store8,2023-06-22,Product141,Customer7248,Promo4,Campaign4,13.36,81.12
Order507,Store6,2022-11-03,Product120,Customer6788,Promo5,Campaign6,314.94,97.98
Order508,Store2,2023-02-08,Product293,,Promo5,Campaign8,931.11,52.93
Order509,Store8,2022-09-15,Product180,Customer154,Promo3,Campaign10,313.61,102.3
Order510,Store2,2022-07-13,Product408,Customer6095,Promo4,Campaign5,232.82,153.35
Order511,Store3,2022-07-02,Product125,Customer6306,Promo5,Campaign8,732.79,181.24
Order512,Store5,2023-07-12,Product467,Customer3667,Promo3,Campaign5,747.89,194.11
Order513,Store5,2022-07-08,Product242,Customer6564,Promo2,Campaign3,477.46,85.34
Order514,Store5,2022-04-24,Product212,Customer8416,Promo3,Campaign8,947.45,198.01
Order515,Store8,2023-04-24,Product475,Customer8410,Promo5,Campaign4,210.68,58.99
Order516,Store8,2021-03-11,Product17,Customer1099,Promo3,Campaign3,914.28,1.4
Order517,Store8,2022-05-20,Product16,,Promo2,Campaign3,757.95,153.52
Order518,Store5,2021-04-20,Product385,,Promo5,Campaign6,374.53,35.69
Order519,Store5,2022-02-01,Product341,Customer1546,Promo3,Campaign8,808.84,10.49
Order520,Store4,2021-12-17,Product381,Customer5209,Promo5,Campaign10,141.87,184.8
Order521,Store1,2023-09-22,Product475,Customer6397,Promo3,Campaign5,139.67,158.36
Order522,Store6,2023-02-28,Product257,Customer1686,Promo1,Campaign1,930.64,20.53
Order523,Store2,2022-02-25,Product286,Customer6293,Promo5,Campaign1,103.83,155.38
Order524,Store1,2023-07-11,Product468,Customer2586,Promo5,Campaign3,14.04,168.8
Order525,Store4,2021-04-21,Product280,,Promo5,Campaign6,395.14,181.06
Order526,Store7,2021-07-28,Product46,Customer5606,Promo5,Campaign2,112.81,108.74
Order527,Store7,2023-07-20,Product258,,Promo3,Campaign1,864.41,140.68
Order528,Store5,2022-03-01,Product143,Customer582,Promo4,Campaign7,923.47,152.45
Order529,Store7,2021-11-24,Product285,Customer1595,Promo3,Campaign2,487.6,137.73
Order530,Store4,2021-01-11,Product355,Customer5541,Promo2,Campaign8,431.22,129.37
Order531,Store6,2023-05-06,Product318,,Promo1,Campaign2,543.65,109.51
Order532,Store6,2021-09-11,Product13,Customer6941,Promo3,Campaign1,233.93,95.84
Order533,Store4,2021-05-09,Product467,Customer9155,Promo3,Campaign10,304.99,199.23
Order534,Store7,2021-04-10,Product321,Customer5295,Promo5,Campaign2,109.97,67.51
Order535,Store1,2021-10-17,Product45,Customer507,Promo2,Campaign2,451.99,17.65
Order536,Store2,2022-10-08,Product47,Customer8098,Promo5,Campaign7,615.57,153.01
Order537,Store3,2022-10-27,Product16,Customer7926,Promo5,Campaign1,930.92,42.76
Order538,Store3,2022-11-29,Product382,Customer893,Promo4,Campaign3,741.68,106.54
Order539,Store6,2021-07-02,Product107,Customer2137,Promo1,Campaign5,725.83,19.16
Order540,Store2,2021-12-17,Product3,Customer5952,Promo4,Campaign7,314.92,123.86
Order541,Store5,2022-12-09,Product104,Customer5583,Promo5,Campaign6,889.41,188.8
Order542,Store4,2022-11-09,Product454,Customer9406,Promo1,Campaign8,947.49,144.54
Order543,Store7,2023-03-13,Product95,Customer4843,Promo3,Campaign1,932.94,42.91
Order544,Store5,2021-12-06,Product133,Customer8292,Promo2,Campaign7,48.41,194.23
Order545,Store6,2021-04-21,Product410,Customer8806,Promo4,Campaign9,608.31,61.42
Order546,Store8,2021-09-18,Product348,Customer8063,Promo2,Campaign7,646.79,87.32
Order547,Store4,2022-01-06,Product271,Customer7452,Promo5,Campaign6,302.11,99.62
Order548,Store3,2022-08-27,Product201,,Promo1,Campaign9,992.49,198.14
Order549,Store8,2022-03-25,Product254,Customer8214,Promo3,Campaign4,298.28,13.78
Order550,Store6,2023-05-11,Product183,,Promo1,Campaign10,224.45,139.35
Order551,Store6,2023-12-07,Product150,Customer7959,Promo2,Campaign6,489.3,72.39
Order552,Store2,2022-10-18,Product37,Customer1988,Promo2,Campaign6,329.92,15.67
Order553,Store1,2021-05-29,Product469,Customer3869,Promo3,Campaign10,924.79,187.01
Order554,Store6,2021-12-16,Product490,Customer4130,Promo3,Campaign3,445.68,117.97
Order555,Store1,2021-11-19,Product413,Customer1174,Promo1,Campaign7,416.05,150.7
Order556,Store2,2023-05-15,Product410,Customer8654,Promo4,Campaign1,629.6,48.08
Order557,Store6,2023-10-02,Product326,Customer7439,Promo1,Campaign8,90.3,152.31
Order558,Store8,2022-02-02,Product139,Customer7372,Promo2,Campaign8,759.17,165.7
Order559,Store7,2022-10-08,Product100,Customer5982,Promo1,Campaign8,770.71,86.17
Order560,Store6,2022-02-17,Product404,Customer6790,Promo5,Campaign9,479.29,114.39
Order561,Store8,2021-02-06,Product236,Customer102,Promo1,Campaign4,956.14,194.37
Order562,Store8,2021-07-06,Product84,Customer1204,Promo1,Campaign6,583.55,169.35
Order563,Store3,2022-02-24,Product347,Customer8542,Promo5,Campaign7,698.28,88.97
Order564,Store4,2022-12-26,Product454,Customer3269,Promo2,Campaign2,925.1,132.91
Order565,Store8,2021-07-06,Product33,Customer1349,Promo3,Campaign6,669.68,156.85
Order566,Store7,2022-04-16,Product121,Customer4109,Promo1,Campaign8,437.51,4.87
Order567,Store1,2023-03-21,Product30,Customer3182,Promo4,Campaign4,34.52,117.67
Order568,Store3,2021-11-26,Product434,Customer368,Promo3,Campaign5,731.02,196.91
Order569,Store7,2023-08-16,Product34,Customer5132,Promo4,Campaign8,965.22,189.44
Order570,Store6,2021-11-16,Product133,Customer338,Promo1,Campaign3,475.53,166.49
Order571,Store2,2022-04-20,Product208,Customer5,Promo4,Campaign6,346.37,21.24
Order572,Store5,2023-04-06,Product140,Customer9906,Promo3,Campaign1,524.07,198.81
Order573,Store3,2022-05-29,Product76,Customer3938,Promo4,Campaign4,731.15,121.91
Order574,Store3,2021-11-30,Product75,Customer7095,Promo4,Campaign6,10.68,44.58
Order575,Store5,2023-12-31,Product308,Customer3722,Promo3,Campaign3,888.34,134.85
Order576,Store6,2022-04-10,Product307,,Promo3,Campaign1,887.5,171.3
Order577,Store3,2022-12-25,Product405,Customer9115,Promo3,Campaign6,545.88,22.47
Order578,Store1,2021-01-08,Product455,Customer4615,Promo3,Campaign3,131.15,183.29
Order579,Store6,2021-06-13,Product58,Customer2633,Promo5,Campaign8,675.09,184.04
Order580,Store8,2023-02-20,Product98,Customer1723,Promo1,Campaign7,146.47,2.69
Order581,Store1,2021-12-24,Product125,Customer9531,Promo3,Campaign7,512.47,180.06
Order582,Store1,2021-03-22,Product448,Customer5663,Promo2,Campaign8,102.69,189.36
Order583,Store3,2023-02-13,Product349,Customer2900,Promo4,Campaign7,593.17,7.54
Order584,Store8,2023-07-10,Product134,,Promo3,Campaign5,324.89,58.83
Order585,Store6,2023-06-18,Product484,Customer4877,Promo3,Campaign10,832.68,74.62
Order586,Store8,2023-07-11,Product226,Customer6794,Promo1,Campaign8,801.95,69.78
Order587,Store3,2023-12-07,Product433,,Promo3,Campaign8,998.49,151.8
Order588,Store3,2023-04-05,Product200,,Promo5,Campaign8,264.93,71.62
Order589,Store6,2023-10-15,Product37,Customer7975,Promo2,Campaign10,71.18,191.32
Order590,Store6,2022-11-11,Product138,,Promo2,Campaign6,448.57,199.0
Order591,Store6,2023-11-13,Product208,,Promo3,Campaign2,92.57,63.36
Order592,Store7,2022-03-14,Product194,,Promo1,Campaign8,186.71,101.76
Order593,Store6,2023-08-04,Product56,Customer4363,Promo3,Campaign10,601.33,111.54
Order594,Store2,2023-02-15,Product339,Customer4965,Promo4,Campaign1,596.21,115.88
Order595,Store6,2022-11-07,Product327,Customer3007,Promo2,Campaign9,52.89,74.84
Order596,Store5,2021-01-10,Product322,,Promo4,Campaign9,448.48,33.2
Order597,Store6,2021-06-07,Product301,Customer1523,Promo5,Campaign6,534.92,10.91
Order598,Store3,2023-05-18,Product87,Customer4439,Promo2,Campaign10,275.34,21.27
Order599,Store5,2023-02-23,Product95,Customer122,Promo2,Campaign6,873.32,180.26
Order600,Store7,2021-11-16,Product196,Customer7434,Promo5,Campaign6,169.49,56.08
Order601,Store4,2021-05-01,Product192,Customer8230,Promo4,Campaign4,261.36,15.36
Order602,Store1,2021-05-19,Product144,Customer3113,Promo3,Campaign1,165.42,124.71
Order603,Store2,2022-11-05,Product10,Customer9210,Promo1,Campaign1,125.38,15.06
Order604,Store5,2021-02-13,Product241,Customer4770,Promo4,Campaign1,880.19,14.01
Order605,Store7,2023-03-27,Product149,Customer3897,Promo5,Campaign5,285.08,124.31
Order606,Store1,2021-04-08,Product476,,Promo5,Campaign7,725.3,118.28
Order607,Store8,2021-08-27,Product494,Customer7359,Promo5,Campaign1,433.7,8.3
Order608,Store2,2022-04-20,Product140,Customer3154,Promo2,Campaign1,639.51,92.1
Order609,Store6,2022-06-08,Product13,,Promo3,Campaign6,928.89,87.15
Order610,Store8,2022-07-11,Product254,Customer4845,Promo2,Campaign2,846.16,109.34
Order611,Store7,2021-01-09,Product500,Customer8098,Promo2,Campaign2,78.3,147.57
Order612,Store1,2023-12-14,Product488,Customer9049,Promo2,Campaign7,846.75,56.56
Order613,Store7,2022-09-08,Product81,Customer5279,Promo5,Campaign9,457.31,86.56
Order614,Store3,2021-06-01,Product210,Customer6699,Promo4,Campaign8,356.64,158.55
Order615,Store3,2022-02-14,Product373,Customer2998,Promo1,Campaign2,675.66,184.51
Order616,Store6,2021-01-10,Product394,Customer5823,Promo1,Campaign7,950.71,178.26
Order617,Store1,2023-08-15,Product378,Customer3886,Promo3,Campaign5,103.19,95.53
Order618,Store6,2022-07-06,Product220,Customer6844,Promo3,Campaign10,770.4,104.17
Order619,Store6,2022-07-10,Product397,Customer8374,Promo5,Campaign4,211.47,105.82
Order620,Store2,2023-05-30,Product418,Customer7676,Promo1,Campaign10,386.33,173.74
Order621,Store1,2021-09-25,Product59,Customer9709,Promo4,Campaign4,875.08,167.99
Order622,Store4,2023-10-11,Product128,Customer520,Promo5,Campaign4,550.34,62.31
Order623,Store6,2022-10-29,Product305,Customer983,Promo3,Campaign9,76.78,32.57
Order624,Store2,2022-03-27,Product262,Customer2567,Promo5,Campaign7,512.97,75.79
Order625,Store2,2022-08-17,Product268,,Promo3,Campaign7,791.75,57.68
Order626,Store1,2022-02-02,Product29,,Promo1,Campaign4,533.59,190.16
Order627,Store5,2023-07-10,Product333,,Promo5,Campaign9,175.22,53.18
Order628,Store7,2023-12-12,Product380,Customer3402,Promo2,Campaign8,450.59,36.24
Order629,Store6,2023-12-19,Product282,Customer7174,Promo3,Campaign10,925.1,179.9
Order630,Store6,2021-10-21,Product68,Customer6937,Promo2,Campaign4,661.62,17.3
Order631,Store1,2023-02-27,Product207,Customer7119,Promo3,Campaign6,732.59,52.05
Order632,Store5,2023-08-10,Product272,Customer8970,Promo2,Campaign4,788.08,87.82
Order633,Store2,2023-05-19,Product309,Customer4925,Promo1,Campaign1,99.79,119.02
Order634,Store8,2021-04-20,Product403,Customer8466,Promo1,Campaign5,585.72,65.53
Order635,Store7,2021-04-17,Product175,Customer9856,Promo4,Campaign10,382.16,99.25
Order636,Store3,2023-10-10,Product218,Customer3614,Promo4,Campaign3,147.77,39.77
Order637,Store6,2021-10-24,Product160,,Promo4,Campaign1,210.68,114.85
Order638,Store3,2023-04-19,Product326,Customer6476,Promo5,Campaign2,783.35,81.56
Order639,Store7,2023-09-12,Product244,Customer9160,Promo3,Campaign2,169.87,169.85
Order640,Store6,2023-04-25,Product253,Customer9112,Promo5,Campaign8,319.29,83.15
Order641,Store7,2021-03-20,Product454,Customer7066,Promo4,Campaign4,292.02,88.76
Order642,Store1,2022-12-31,Product189,Customer4034,Promo3,Campaign3,58.14,118.43
Order643,Store6,2021-12-05,Product261,Customer8337,Promo5,Campaign4,467.54,24.63
Order644,Store5,2021-02-26,Product443,Customer1092,Promo1,Campaign10,768.27,31.36
Order645,Store6,2023-07-09,Product386,,Promo3,Campaign1,31.93,158.05
Order646,Store1,2021-05-27,Product500,Customer2300,Promo4,Campaign1,121.43,54.68
Order647,Store7,2023-01-16,Product130,Customer3443,Promo1,Campaign5,722.98,136.94
