VisitID,StoreID,Date,VisitCount,CampaignID
Visit582,Store3,2023-06-06,27,Campaign5
Visit583,Store1,2023-07-27,455,Campaign7
Visit584,Store2,2022-01-22,214,Campaign2
Visit585,Store1,2023-03-06,222,Campaign6
Visit586,Store8,2023-05-09,106,Campaign6
Visit587,Store6,2022-04-03,288,Campaign10
Visit588,Store3,2021-10-04,458,Campaign6
Visit589,Store8,2021-08-18,245,Campaign6
Visit590,Store7,2021-01-13,389,Campaign4
Visit591,Store4,2021-07-16,177,Campaign5
Visit592,Store8,2022-09-07,69,Campaign4
Visit593,Store8,2021-04-13,94,Campaign6
Visit594,Store7,2021-04-19,270,Campaign9
Visit595,Store1,2022-01-11,364,Campaign5
Visit596,Store5,2021-05-06,411,Campaign5
Visit597,Store2,2023-01-17,175,Campaign3
Visit598,Store7,2022-01-20,237,Campaign7
Visit599,Store2,2021-05-28,376,Campaign5
Visit600,Store2,2022-11-14,422,Campaign2
Visit601,Store8,2023-10-22,419,Campaign9
Visit602,Store8,2023-09-22,69,Campaign5
Visit603,Store5,2022-07-06,173,Campaign7
Visit604,Store5,2023-01-19,239,Campaign7
Visit605,Store2,2023-10-28,379,Campaign10
Visit606,Store2,2022-03-12,91,Campaign8
Visit607,Store2,2023-03-13,166,Campaign4
Visit608,Store1,2021-11-21,424,Campaign7
Visit609,Store6,2021-06-06,200,Campaign3
Visit610,Store5,2021-04-22,371,Campaign9
Visit611,Store3,2023-09-14,406,Campaign8
Visit612,Store7,2023-08-12,253,Campaign10
Visit613,Store6,2023-08-16,383,Campaign9
Visit614,Store1,2023-01-06,251,Campaign2
Visit615,Store3,2023-05-23,231,Campaign4
Visit616,Store1,2021-04-04,464,Campaign1
Visit617,Store1,2022-12-20,388,Campaign8
Visit618,Store3,2022-11-13,177,Campaign4
Visit619,Store2,2022-10-30,130,Campaign4
Visit620,Store6,2022-05-30,463,Campaign7
Visit621,Store3,2023-10-26,11,Campaign6
Visit622,Store4,2021-07-13,127,Campaign3
Visit623,Store5,2021-02-23,145,Campaign8
Visit624,Store4,2023-07-23,339,Campaign2
Visit625,Store6,2023-09-03,136,Campaign1
Visit626,Store1,2023-03-23,250,Campaign2
Visit627,Store3,2023-10-29,383,Campaign9
Visit628,Store2,2021-04-01,117,Campaign5
Visit629,Store6,2021-12-12,308,Campaign5
Visit630,Store2,2023-10-19,442,Campaign6
Visit631,Store7,2021-12-17,121,Campaign3
Visit632,Store7,2021-07-29,415,Campaign1
Visit633,Store4,2021-09-15,467,Campaign8
Visit634,Store7,2023-12-01,172,Campaign7
Visit635,Store4,2022-12-28,284,Campaign8
Visit636,Store1,2022-11-27,397,Campaign9
Visit637,Store5,2021-10-31,28,Campaign2
Visit638,Store1,2023-05-15,242,Campaign5
Visit639,Store6,2021-09-02,29,Campaign2
Visit640,Store2,2023-02-25,250,Campaign8
Visit641,Store6,2022-08-14,269,Campaign4
Visit642,Store7,2021-10-31,58,Campaign4
Visit643,Store3,2021-04-21,163,Campaign10
Visit644,Store4,2021-09-17,12,Campaign8
Visit645,Store2,2022-10-28,317,Campaign7
Visit646,Store7,2022-06-15,487,Campaign1
Visit647,Store1,2022-07-15,393,Campaign7
Visit648,Store5,2021-02-22,301,Campaign10
Visit649,Store3,2023-06-21,178,Campaign3
Visit650,Store5,2021-07-09,207,Campaign5
Visit651,Store1,2021-05-24,188,Campaign8
Visit652,Store8,2023-01-30,112,Campaign6
Visit653,Store1,2023-03-14,228,Campaign8
Visit654,Store2,2022-12-19,25,Campaign5
Visit655,Store7,2023-12-28,56,Campaign10
Visit656,Store3,2023-05-23,345,Campaign9
Visit657,Store6,2022-10-17,55,Campaign6
Visit658,Store1,2021-07-04,109,Campaign9
Visit659,Store8,2022-08-13,192,Campaign4
Visit660,Store8,2023-01-29,363,Campaign2
Visit661,Store2,2021-04-12,496,Campaign8
Visit662,Store1,2022-11-11,225,Campaign5
Visit663,Store2,2022-05-04,389,Campaign2
Visit664,Store8,2023-12-18,432,Campaign6
Visit665,Store5,2022-09-23,143,Campaign3
Visit666,Store2,2021-03-29,349,Campaign1
Visit667,Store6,2023-09-21,326,Campaign6
Visit668,Store5,2023-12-27,18,Campaign8
Visit669,Store4,2021-10-21,222,Campaign1
Visit670,Store1,2023-05-05,148,Campaign3
Visit671,Store4,2021-02-09,231,Campaign6
Visit672,Store3,2023-12-16,330,Campaign10
Visit673,Store8,2022-12-13,100,Campaign3
Visit674,Store4,2021-10-18,387,Campaign7
Visit675,Store7,2023-03-28,324,Campaign6
Visit676,Store2,2022-12-08,121,Campaign9
Visit677,Store2,2023-03-10,122,Campaign6
Visit678,Store8,2023-04-24,207,Campaign7
Visit679,Store3,2022-09-30,383,Campaign2
Visit680,Store3,2023-07-03,500,Campaign10
Visit681,Store1,2021-12-10,272,Campaign4
Visit682,Store8,2023-10-24,377,Campaign5
Visit683,Store7,2023-11-20,387,Campaign2
Visit684,Store2,2023-09-04,326,Campaign10
Visit685,Store7,2021-02-14,322,Campaign10
Visit686,Store7,2021-05-02,351,Campaign10
Visit687,Store3,2021-10-02,171,Campaign7
Visit688,Store7,2023-08-18,93,Campaign4
Visit689,Store6,2023-06-20,54,Campaign9
Visit690,Store7,2021-11-08,54,Campaign8
Visit691,Store4,2022-02-22,280,Campaign10
Visit692,Store7,2023-01-31,402,Campaign9
Visit693,Store2,2022-11-19,219,Campaign8
Visit694,Store8,2021-10-09,183,Campaign5
Visit695,Store7,2023-05-06,256,Campaign9
Visit696,Store6,2022-11-02,183,Campaign5
Visit697,Store8,2021-12-07,45,Campaign8
Visit698,Store7,2021-01-22,311,Campaign4
Visit699,Store3,2022-07-23,307,Campaign5
Visit700,Store7,2022-11-01,167,Campaign4
Visit701,Store8,2023-08-28,148,Campaign2
Visit702,Store1,2021-12-11,383,Campaign4
Visit703,Store7,2021-07-19,42,Campaign5
Visit704,Store6,2021-01-05,260,Campaign6
Visit705,Store5,2021-10-27,391,Campaign4
Visit706,Store7,2023-01-08,375,Campaign10
Visit707,Store2,2022-06-24,433,Campaign4
Visit708,Store7,2023-06-15,335,Campaign6
Visit709,Store2,2021-09-03,180,Campaign7
Visit710,Store7,2023-10-26,119,Campaign7
Visit711,Store2,2021-01-13,176,Campaign4
Visit712,Store2,2023-09-05,134,Campaign5
Visit713,Store5,2021-10-13,223,Campaign3
Visit714,Store5,2021-12-05,304,Campaign5
Visit715,Store8,2023-08-03,190,Campaign10
Visit716,Store6,2021-04-23,92,Campaign5
Visit717,Store6,2021-12-04,479,Campaign4
Visit718,Store1,2021-03-31,424,Campaign6
Visit719,Store8,2023-02-22,371,Campaign5
Visit720,Store2,2023-01-29,328,Campaign8
Visit721,Store3,2023-11-20,34,Campaign2
Visit722,Store7,2021-12-23,255,Campaign6
Visit723,Store4,2022-06-30,50,Campaign2
Visit724,Store2,2022-04-04,443,Campaign6
Visit725,Store6,2022-04-16,68,Campaign4
Visit726,Store5,2023-05-17,186,Campaign1
Visit727,Store1,2023-07-28,39,Campaign6
Visit728,Store2,2022-07-27,54,Campaign3
Visit729,Store7,2023-10-23,461,Campaign7
Visit730,Store1,2021-11-04,318,Campaign3
Visit731,Store3,2022-07-18,163,Campaign10
Visit732,Store3,2023-11-05,464,Campaign4
Visit733,Store3,2022-02-28,49,Campaign9
Visit734,Store3,2022-09-02,149,Campaign7
Visit735,Store8,2021-02-24,266,Campaign4
Visit736,Store4,2022-02-17,79,Campaign2
Visit737,Store1,2023-09-09,394,Campaign5
Visit738,Store2,2021-02-07,145,Campaign8
Visit739,Store4,2023-02-09,245,Campaign2
Visit740,Store2,2021-07-02,121,Campaign9
Visit741,Store5,2021-05-06,42,Campaign5
Visit742,Store7,2021-05-20,205,Campaign6
Visit743,Store6,2022-09-13,380,Campaign7
Visit744,Store4,2021-02-01,187,Campaign9
Visit745,Store6,2021-08-23,369,Campaign7
Visit746,Store4,2021-03-14,143,Campaign4
Visit747,Store6,2022-04-17,453,Campaign5
Visit748,Store8,2022-09-20,200,Campaign3
Visit749,Store7,2022-10-30,445,Campaign1
Visit750,Store6,2022-08-17,396,Campaign3
Visit751,Store5,2022-09-11,344,Campaign1
Visit752,Store6,2021-10-19,463,Campaign5
Visit753,Store4,2022-09-21,15,Campaign7
Visit754,Store6,2021-08-01,302,Campaign9
Visit755,Store1,2021-06-16,188,Campaign4
Visit756,Store7,2023-12-09,292,Campaign10
Visit757,Store6,2022-02-06,115,Campaign10
Visit758,Store3,2023-03-02,498,Campaign1
Visit759,Store7,2023-08-27,439,Campaign7
Visit760,Store7,2021-06-28,255,Campaign3
Visit761,Store8,2021-06-20,334,Campaign1
Visit762,Store6,2021-01-04,388,Campaign4
Visit763,Store2,2021-12-02,240,Campaign9
Visit764,Store5,2021-07-14,410,Campaign6
Visit765,Store3,2023-06-12,224,Campaign6
Visit766,Store8,2023-02-09,282,Campaign7
Visit767,Store4,2021-05-10,114,Campaign1
Visit768,Store1,2023-10-22,383,Campaign5
Visit769,Store6,2023-02-25,32,Campaign4
Visit770,Store6,2022-05-02,304,Campaign4
Visit771,Store4,2021-11-19,170,Campaign7
Visit772,Store8,2021-01-24,203,Campaign2
Visit773,Store5,2022-01-12,275,Campaign5
Visit774,Store8,2023-02-18,92,Campaign7
Visit775,Store4,2021-04-03,177,Campaign3
Visit776,Store1,2021-05-01,338,Campaign2
Visit777,Store7,2022-03-28,152,Campaign1
Visit778,Store8,2022-08-25,52,Campaign5
Visit779,Store6,2023-06-19,353,Campaign5
Visit780,Store7,2022-08-10,21,Campaign4
Visit781,Store4,2023-11-21,31,Campaign8
Visit782,Store7,2023-08-10,27,Campaign2
Visit783,Store4,2022-12-08,459,Campaign4
Visit784,Store6,2022-08-24,71,Campaign5
Visit785,Store4,2022-09-02,198,Campaign9
Visit786,Store6,2021-05-09,453,Campaign3
Visit787,Store8,2022-03-29,88,Campaign1
Visit788,Store4,2023-03-18,499,Campaign4
Visit789,Store7,2022-03-12,176,Campaign10
Visit790,Store1,2022-05-22,466,Campaign6
Visit791,Store2,2022-10-14,159,Campaign7
Visit792,Store3,2023-06-26,474,Campaign4
Visit793,Store5,2021-04-19,407,Campaign4
Visit794,Store7,2022-06-10,232,Campaign6
Visit795,Store2,2023-08-08,114,Campaign1
Visit796,Store1,2022-01-27,263,Campaign5
Visit797,Store5,2022-11-04,16,Campaign3
Visit798,Store5,2023-05-02,172,Campaign8
Visit799,Store6,2022-08-29,299,Campaign5
Visit800,Store6,2021-12-13,204,Campaign7
Visit801,Store7,2023-04-02,328,Campaign8
Visit802,Store4,2022-12-19,139,Campaign8
Visit803,Store8,2021-11-03,118,Campaign2
Visit804,Store8,2023-06-29,228,Campaign2
Visit805,Store8,2023-11-24,438,Campaign10
Visit806,Store3,2021-06-18,328,Campaign5
Visit807,Store6,2022-06-16,139,Campaign3
Visit808,Store3,2022-06-22,253,Campaign10
Visit809,Store1,2023-07-17,447,Campaign1
Visit810,Store6,2022-11-21,316,Campaign8
Visit811,Store2,2022-11-20,306,Campaign6
Visit812,Store4,2022-12-06,398,Campaign3
Visit813,Store3,2021-07-10,94,Campaign8
Visit814,Store4,2021-10-10,264,Campaign1
Visit815,Store2,2023-08-29,336,Campaign3
Visit816,Store8,2022-05-04,418,Campaign9
Visit817,Store5,2023-11-25,246,Campaign6
Visit818,Store2,2023-03-17,10,Campaign1
Visit819,Store5,2021-02-11,274,Campaign9
Visit820,Store2,2021-06-19,203,Campaign7
Visit821,Store4,2023-10-04,460,Campaign1
Visit822,Store2,2023-05-18,373,Campaign1
Visit823,Store6,2022-07-20,366,Campaign5
Visit824,Store3,2022-01-20,131,Campaign4
Visit825,Store3,2022-08-21,373,Campaign8
Visit826,Store1,2023-12-24,13,Campaign2
Visit827,Store7,2021-03-22,158,Campaign6
Visit828,Store6,2023-02-19,70,Campaign8
Visit829,Store3,2022-04-06,291,Campaign1
Visit830,Store8,2021-08-26,126,Campaign3
Visit831,Store3,2021-10-26,181,Campaign1
Visit832,Store5,2023-01-07,430,Campaign7
Visit833,Store6,2023-04-20,343,Campaign1
Visit834,Store4,2022-06-13,247,Campaign9
Visit835,Store4,2021-03-29,147,Campaign8
Visit836,Store5,2021-01-24,227,Campaign3
Visit837,Store3,2021-11-28,467,Campaign4
Visit838,Store2,2023-12-18,494,Campaign9
Visit839,Store5,2022-04-09,91,Campaign10
Visit840,Store4,2023-09-29,228,Campaign6
Visit841,Store8,2021-07-08,346,Campaign5
Visit842,Store8,2021-08-10,211,Campaign5
Visit843,Store1,2023-08-21,84,Campaign1
Visit844,Store4,2021-12-19,56,Campaign1
Visit845,Store2,2023-12-11,353,Campaign3
Visit846,Store4,2021-08-10,348,Campaign2
Visit847,Store5,2022-05-03,245,Campaign10
Visit848,Store1,2023-05-10,473,Campaign1
Visit849,Store4,2023-05-29,160,Campaign5
Visit850,Store5,2021-06-16,385,Campaign3
Visit851,Store7,2021-04-11,132,Campaign7
Visit852,Store5,2022-06-09,469,Campaign8
Visit853,Store7,2022-05-03,255,Campaign10
Visit854,Store5,2021-03-22,263,Campaign6
Visit855,Store1,2022-08-03,63,Campaign5
Visit856,Store5,2023-04-02,196,Campaign10
Visit857,Store8,2023-06-05,412,Campaign5
Visit858,Store1,2022-08-25,290,Campaign1
Visit859,Store6,2021-03-13,76,Campaign6
Visit860,Store8,2021-09-02,150,Campaign6
Visit861,Store7,2022-08-02,30,Campaign3
Visit862,Store2,2022-10-04,31,Campaign4
Visit863,Store2,2021-07-13,184,Campaign4
Visit864,Store2,2022-06-22,200,Campaign6
Visit865,Store6,2021-11-28,294,Campaign8
Visit866,Store5,2021-10-20,314,Campaign9
Visit867,Store1,2022-12-31,372,Campaign9
Visit868,Store6,2021-02-05,290,Campaign5
Visit869,Store8,2023-11-11,416,Campaign8
Visit870,Store2,2021-09-02,341,Campaign8
Visit871,Store3,2021-02-23,314,Campaign10
Visit872,Store2,2021-06-25,416,Campaign4
Visit873,Store5,2021-07-09,270,Campaign4
Visit874,Store7,2023-03-18,166,Campaign3
Visit875,Store8,2022-09-08,270,Campaign5
Visit876,Store6,2021-03-09,48,Campaign8
Visit877,Store3,2021-11-20,492,Campaign8
Visit878,Store6,2022-03-30,428,Campaign9
Visit879,Store4,2021-08-14,346,Campaign1
Visit880,Store8,2021-04-14,39,Campaign4
Visit881,Store3,2022-04-11,449,Campaign6
Visit882,Store4,2022-03-04,267,Campaign5
Visit883,Store3,2023-09-20,280,Campaign4
Visit884,Store8,2022-03-18,60,Campaign3
Visit885,Store1,2022-12-25,288,Campaign2
Visit886,Store3,2023-11-26,243,Campaign9
Visit887,Store2,2021-05-13,35,Campaign10
Visit888,Store7,2023-06-11,20,Campaign3
Visit889,Store4,2022-01-31,393,Campaign4
Visit890,Store8,2021-03-31,33,Campaign1
Visit891,Store4,2021-09-12,402,Campaign1
Visit892,Store6,2023-08-14,471,Campaign10
Visit893,Store2,2021-03-24,225,Campaign9
Visit894,Store8,2022-10-13,336,Campaign4
Visit895,Store1,2022-06-16,147,Campaign10
Visit896,Store3,2023-04-21,234,Campaign4
Visit897,Store8,2021-01-27,362,Campaign6
Visit898,Store1,2023-10-12,119,Campaign2
Visit899,Store2,2022-01-14,484,Campaign6
Visit900,Store8,2022-01-28,337,Campaign7
Visit901,Store7,2021-08-05,215,Campaign1
Visit902,Store3,2022-01-16,80,Campaign8
Visit903,Store2,2022-09-29,219,Campaign6
Visit904,Store4,2023-03-11,194,Campaign9
Visit905,Store4,2022-05-23,99,Campaign4
Visit906,Store4,2021-10-10,256,Campaign2
Visit907,Store5,2021-08-02,392,Campaign9
Visit908,Store5,2022-06-14,242,Campaign8
Visit909,Store4,2023-05-05,388,Campaign2
Visit910,Store7,2022-09-09,408,Campaign8
Visit911,Store5,2021-02-10,42,Campaign8
Visit912,Store7,2022-06-03,404,Campaign5
Visit913,Store5,2023-10-26,156,Campaign7
Visit914,Store6,2023-11-11,179,Campaign7
Visit915,Store2,2022-10-08,475,Campaign4
Visit916,Store6,2023-07-30,223,Campaign6
Visit917,Store7,2021-08-30,323,Campaign10
Visit918,Store3,2023-07-20,237,Campaign6
Visit919,Store8,2021-04-16,155,Campaign6
Visit920,Store4,2021-12-09,155,Campaign9
Visit921,Store6,2022-02-21,31,Campaign2
Visit922,Store6,2021-02-07,98,Campaign10
Visit923,Store5,2021-12-02,383,Campaign8
Visit924,Store2,2022-04-18,189,Campaign8
Visit925,Store2,2021-04-23,309,Campaign1
Visit926,Store6,2021-09-08,424,Campaign2
Visit927,Store3,2023-07-01,274,Campaign4
Visit928,Store7,2023-12-31,59,Campaign5
Visit929,Store2,2021-09-21,239,Campaign5
Visit930,Store1,2023-06-18,384,Campaign6
Visit931,Store1,2022-08-04,70,Campaign7
Visit932,Store4,2022-01-19,28,Campaign1
Visit933,Store6,2023-02-26,317,Campaign7
Visit934,Store3,2023-10-07,320,Campaign6
Visit935,Store6,2022-07-16,34,Campaign5
Visit936,Store1,2022-04-18,216,Campaign6
Visit937,Store7,2021-03-02,334,Campaign8
Visit938,Store3,2023-12-18,84,Campaign6
Visit939,Store7,2023-07-07,150,Campaign5
Visit940,Store4,2023-11-22,427,Campaign6
Visit941,Store2,2022-10-19,337,Campaign9
Visit942,Store2,2021-06-18,290,Campaign1
Visit943,Store2,2023-11-12,100,Campaign3
Visit944,Store1,2023-03-21,84,Campaign3
Visit945,Store7,2021-10-29,73,Campaign9
Visit946,Store3,2022-11-19,91,Campaign3
Visit947,Store1,2022-01-22,259,Campaign6
Visit948,Store8,2021-11-25,147,Campaign9
Visit949,Store5,2022-04-05,106,Campaign10
Visit950,Store3,2021-06-02,109,Campaign5
Visit951,Store8,2022-12-26,282,Campaign10
Visit952,Store4,2023-03-18,250,Campaign9
Visit953,Store7,2022-05-02,14,Campaign9
Visit954,Store1,2022-08-18,224,Campaign6
Visit955,Store2,2023-09-25,76,Campaign8
Visit956,Store2,2023-09-09,496,Campaign9
Visit957,Store2,2022-10-03,366,Campaign9
Visit958,Store1,2023-08-06,403,Campaign8
Visit959,Store7,2021-07-10,164,Campaign4
Visit960,Store1,2021-02-21,449,Campaign8
Visit961,Store2,2022-08-18,400,Campaign2
Visit962,Store2,2021-12-07,378,Campaign3
Visit963,Store2,2022-06-09,38,Campaign9
Visit964,Store5,2021-01-17,314,Campaign10
Visit965,Store1,2021-08-30,432,Campaign4
Visit966,Store2,2022-10-13,463,Campaign2
Visit967,Store4,2021-10-21,18,Campaign3
Visit968,Store2,2023-11-18,209,Campaign7
Visit969,Store7,2021-12-25,454,Campaign9
Visit970,Store1,2022-11-04,343,Campaign7
Visit971,Store4,2023-10-17,447,Campaign8
Visit972,Store8,2021-07-01,239,Campaign3
Visit973,Store7,2023-07-10,402,Campaign7
Visit974,Store6,2023-03-03,325,Campaign1
Visit975,Store6,2022-10-29,317,Campaign6
Visit976,Store6,2022-12-27,386,Campaign3
Visit977,Store7,2021-12-19,340,Campaign2
Visit978,Store1,2021-03-10,276,Campaign4
Visit979,Store1,2022-04-22,369,Campaign9
Visit980,Store7,2021-11-21,172,Campaign6
Visit981,Store1,2021-10-14,84,Campaign9
Visit982,Store3,2021-03-24,301,Campaign8
Visit983,Store7,2021-09-26,192,Campaign5
Visit984,Store4,2023-06-07,396,Campaign8
Visit985,Store8,2021-10-28,118,Campaign2
Visit986,Store5,2023-10-19,348,Campaign8
Visit987,Store8,2021-03-31,209,Campaign1
Visit988,Store5,2021-12-26,190,Campaign3
Visit989,Store3,2023-10-23,37,Campaign7
Visit990,Store1,2023-02-19,62,Campaign4
Visit991,Store8,2022-12-28,257,Campaign7
Visit992,Store5,2021-01-05,319,Campaign1
Visit993,Store4,2021-04-27,446,Campaign7
Visit994,Store7,2023-10-11,330,Campaign3
Visit995,Store2,2022-03-07,318,Campaign2
Visit996,Store7,2022-01-25,49,Campaign9
Visit997,Store4,2023-01-14,231,Campaign2
Visit998,Store1,2021-03-25,306,Campaign3
Visit999,Store4,2022-08-24,175,Campaign3
Visit1000,Store8,2022-03-29,340,Campaign4
